	index
3340	TCGA-E9-A1NG-01
3341	TCGA-B0-5119-01
3342	TCGA-C5-A1BN-01
3343	TCGA-2V-A95S-01
3344	TCGA-B6-A0I2-01
3345	TCGA-AY-A8YK-01
3346	TCGA-CJ-4905-01
3347	TCGA-50-8457-01
3348	TCGA-06-2561-01
3349	TCGA-G7-A8LB-01
3350	TCGA-ET-A2MX-01
3351	TCGA-X4-A8KQ-01
3352	TCGA-CM-4751-01
3353	TCGA-ET-A39T-01
3354	TCGA-S9-A7R2-01
3355	TCGA-IB-8126-01
3356	TCGA-Y8-A8S1-01
3357	TCGA-CV-5442-01
3358	TCGA-F6-A8O3-01
3359	TCGA-L5-A8NF-01
3360	TCGA-F4-6461-01
3361	TCGA-DB-A64P-01
3362	TCGA-A3-3317-01
3363	TCGA-Y8-A898-01
3364	TCGA-PG-A6IB-01
3365	TCGA-B6-A0RE-01
3366	TCGA-DJ-A3VI-01
3367	TCGA-EJ-A7NH-01
3368	TCGA-ER-A19P-06
3369	TCGA-CN-5363-01
3370	TCGA-DD-A119-01
3371	TCGA-HU-A4GQ-01
3372	TCGA-AR-A24R-01
3373	TCGA-EM-A4FK-01
3374	TCGA-B0-5691-01
3375	TCGA-S5-A6DX-01
3376	TCGA-KK-A6E7-01
3377	TCGA-EL-A3H8-01
3378	TCGA-BS-A0V4-01
3379	TCGA-G3-A3CG-01
3380	TCGA-83-5908-01
3381	TCGA-28-5209-01
3382	TCGA-95-7039-01
3383	TCGA-B5-A5OC-01
3384	TCGA-BJ-A28X-01
3385	TCGA-78-7147-01
3386	TCGA-VR-A8EO-01
3387	TCGA-A8-A0AD-01
3388	TCGA-CD-8524-01
3389	TCGA-IQ-A61H-01
3390	TCGA-W3-AA1R-06
3391	TCGA-CN-6020-01
3392	TCGA-FY-A40M-01
3393	TCGA-CR-6481-01
3394	TCGA-CQ-A4CE-01
3395	TCGA-09-0367-01
3396	TCGA-DJ-A3V3-01
3397	TCGA-69-7761-01
3398	TCGA-06-5412-01
3399	TCGA-S9-A6WD-01
3400	TCGA-KC-A4BL-01
3401	TCGA-FC-A8O0-01
3402	TCGA-EJ-7328-01
3403	TCGA-CV-6950-01
3404	TCGA-HV-A5A6-01
3405	TCGA-A6-2674-01
3406	TCGA-FD-A5BZ-01
3407	TCGA-DD-A73E-01
3408	TCGA-D7-8578-01
3409	TCGA-D8-A4Z1-01
3410	TCGA-A6-6780-01
3411	TCGA-YL-A9WX-01
3412	TCGA-C5-A7CH-01
3413	TCGA-CQ-A4CI-01
3414	TCGA-55-7914-01
3415	TCGA-66-2787-01
3416	TCGA-BR-A4PD-01
3417	TCGA-B6-A0IQ-01
3418	TCGA-CQ-A4CB-01
3419	TCGA-G9-6377-01
3420	TCGA-CG-4466-01
3421	TCGA-DJ-A1QE-01
3422	TCGA-DJ-A2Q0-01
3423	TCGA-28-5207-01
3424	TCGA-NC-A5HG-01
3425	TCGA-CZ-4866-01
3426	TCGA-ER-A19F-06
3427	TCGA-DD-A1EG-01
3428	TCGA-6A-AB49-01
3429	TCGA-24-1550-01
3430	TCGA-A2-A0T1-01
3431	TCGA-B6-A0RM-01
3432	TCGA-CV-7418-01
3433	TCGA-D3-A3C8-06
3434	TCGA-AN-A0XT-01
3435	TCGA-CK-6747-01
3436	TCGA-FG-8191-01
3437	TCGA-A7-A26J-01
3438	TCGA-CV-6441-01
3439	TCGA-3A-A9IN-01
3440	TCGA-PN-A8MA-01
3441	TCGA-B0-5693-01
3442	TCGA-GM-A2DL-01
3443	TCGA-HT-7468-01
3444	TCGA-CW-5584-01
3445	TCGA-XF-A8HI-01
3446	TCGA-G3-A7M8-01
3447	TCGA-B0-5077-01
3448	TCGA-E9-A1ND-01
3449	TCGA-UF-A7JD-01
3450	TCGA-S3-A6ZH-01
3451	TCGA-EJ-A6RC-01
3452	TCGA-OL-A5D8-01
3453	TCGA-P3-A6SW-01
3454	TCGA-HF-7133-01
3455	TCGA-GL-7773-01
3456	TCGA-GI-A2C9-01
3457	TCGA-DB-A4X9-01
3458	TCGA-FD-A3SO-01
3459	TCGA-D3-A2J7-06
3460	TCGA-05-4425-01
3461	TCGA-A2-A0YF-01
3462	TCGA-CJ-4882-01
3463	TCGA-A4-A4ZT-01
3464	TCGA-50-5930-01
3465	TCGA-BC-A5W4-01
3466	TCGA-QK-A6II-01
3467	TCGA-HI-7170-01
3468	TCGA-FG-A87Q-01
3469	TCGA-RC-A7SH-01
3470	TCGA-AN-A0XP-01
3471	TCGA-G7-6789-01
3472	TCGA-XK-AAIV-01
3473	TCGA-HU-A4G2-01
3474	TCGA-B6-A0WS-01
3475	TCGA-50-5941-01
3476	TCGA-A1-A0SJ-01
3477	TCGA-B0-4700-01
3478	TCGA-95-A4VK-01
3479	TCGA-A6-5657-01
3480	TCGA-FS-A1Z0-06
3481	TCGA-KR-A7K2-01
3482	TCGA-EM-A3ST-01
3483	TCGA-BH-A0BA-01
3484	TCGA-CV-6945-01
3485	TCGA-BA-6869-01
3486	TCGA-55-1592-01
3487	TCGA-D8-A1J9-01
3488	TCGA-DU-A7TG-01
3489	TCGA-94-A4VJ-01
3490	TCGA-13-1483-01
3491	TCGA-BR-7958-01
3492	TCGA-18-4083-01
3493	TCGA-D3-A2JK-06
3494	TCGA-DE-A0Y2-01
3495	TCGA-A3-3367-01
3496	TCGA-C5-A1ME-01
3497	TCGA-VP-A879-01
3498	TCGA-EJ-7785-01
3499	TCGA-29-1698-01
3500	TCGA-CF-A27C-01
3501	TCGA-C5-A3HF-01
3502	TCGA-77-6845-01
3503	TCGA-MP-A4TI-01
3504	TCGA-CZ-5464-01
3505	TCGA-LP-A5U3-01
3506	TCGA-60-2710-01
3507	TCGA-24-1103-01
3508	TCGA-2W-A8YY-01
3509	TCGA-2J-AAB1-01
3510	TCGA-E2-A1L9-01
3511	TCGA-CV-6956-01
3512	TCGA-A6-6653-01
3513	TCGA-BR-6710-01
3514	TCGA-C4-A0EZ-01
3515	TCGA-EE-A2A0-06
3516	TCGA-EM-A3AP-01
3517	TCGA-A2-A3XS-01
3518	TCGA-HZ-7918-01
3519	TCGA-BA-5152-01
3520	TCGA-EK-A3GM-01
3521	TCGA-CS-4938-01
3522	TCGA-AC-A3EH-01
3523	TCGA-85-8666-01
3524	TCGA-CC-A8HT-01
3525	TCGA-CF-A7I0-01
3526	TCGA-09-1674-01
3527	TCGA-LL-A7SZ-01
3528	TCGA-FV-A4ZQ-01
3529	TCGA-13-1487-01
3530	TCGA-VQ-AA6F-01
3531	TCGA-EJ-5522-01
3532	TCGA-13-1403-01
3533	TCGA-GM-A2DB-01
3534	TCGA-BP-5174-01
3535	TCGA-06-5418-01
3536	TCGA-XF-AAMW-01
3537	TCGA-06-0141-01
3538	TCGA-AR-A24N-01
3539	TCGA-BR-6456-01
3540	TCGA-E9-A248-01
3541	TCGA-56-A4BX-01
3542	TCGA-EM-A3FP-01
3543	TCGA-77-8150-01
3544	TCGA-B8-5553-01
3545	TCGA-BR-8284-01
3546	TCGA-DQ-5629-01
3547	TCGA-A8-A07O-01
3548	TCGA-B2-4099-01
3549	TCGA-CQ-7069-01
3550	TCGA-CH-5740-01
3551	TCGA-DJ-A13R-01
3552	TCGA-B0-5097-01
3553	TCGA-MK-A4N9-01
3554	TCGA-BK-A0CA-01
3555	TCGA-EW-A1P7-01
3556	TCGA-08-0386-01
3557	TCGA-IB-AAUW-01
3558	TCGA-5C-A9VH-01
3559	TCGA-IR-A3LI-01
3560	TCGA-29-1783-01
3561	TCGA-MH-A857-01
3562	TCGA-CR-7367-01
3563	TCGA-B0-5399-01
3564	TCGA-55-7815-01
3565	TCGA-ET-A3BS-01
3566	TCGA-HU-A4GY-01
3567	TCGA-J4-A67O-01
3568	TCGA-63-A5MU-01
3569	TCGA-BA-A4IH-01
3570	TCGA-80-5607-01
3571	TCGA-FU-A3YQ-01
3572	TCGA-BG-A3EW-01
3573	TCGA-CF-A9FM-01
3574	TCGA-F5-6571-01
3575	TCGA-FD-A6TH-01
3576	TCGA-DD-A11A-01
3577	TCGA-RD-A8MW-01
3578	TCGA-A3-3362-01
3579	TCGA-D7-8572-01
3580	TCGA-KK-A8IA-01
3581	TCGA-BR-A4J4-01
3582	TCGA-F5-6812-01
3583	TCGA-G2-A2EO-01
3584	TCGA-IA-A40U-01
3585	TCGA-D8-A27L-01
3586	TCGA-DD-A4NS-01
3587	TCGA-EW-A2FS-01
3588	TCGA-22-5478-01
3589	TCGA-DM-A0XD-01
3590	TCGA-L5-A8NM-01
3591	TCGA-HT-7686-01
3592	TCGA-A7-A0DA-01
3593	TCGA-G3-A3CI-01
3594	TCGA-D8-A27E-01
3595	TCGA-VQ-AA69-01
3596	TCGA-A8-A07F-01
3597	TCGA-US-A77G-01
3598	TCGA-FR-A7UA-06
3599	TCGA-DV-5569-01
3600	TCGA-HT-7693-01
3601	TCGA-AR-A1AS-01
3602	TCGA-BR-8678-01
3603	TCGA-DK-A2I2-01
3604	TCGA-50-5931-01
3605	TCGA-FS-A1Z3-06
3606	TCGA-BD-A3EP-01
3607	TCGA-P3-A6T3-01
3608	TCGA-HU-A4GP-01
3609	TCGA-AO-A03O-01
3610	TCGA-BR-7707-01
3611	TCGA-CZ-4863-01
3612	TCGA-PG-A917-01
3613	TCGA-EJ-5498-01
3614	TCGA-Y8-A8RZ-01
3615	TCGA-66-2781-01
3616	TCGA-91-7771-01
3617	TCGA-66-2754-01
3618	TCGA-G7-7501-01
3619	TCGA-AK-3458-01
3620	TCGA-B8-A54D-01
3621	TCGA-78-8660-01
3622	TCGA-D8-A1Y0-01
3623	TCGA-04-1348-01
3624	TCGA-E9-A1NC-01
3625	TCGA-A7-A3IZ-01
3626	TCGA-E2-A1BC-01
3627	TCGA-A3-3349-01
3628	TCGA-J4-8200-01
3629	TCGA-CS-5390-01
3630	TCGA-BH-A0DQ-01
3631	TCGA-BH-A0EA-01
3632	TCGA-CV-5970-01
3633	TCGA-CW-5587-01
3634	TCGA-GJ-A6C0-01
3635	TCGA-EK-A3GN-01
3636	TCGA-L5-A8NJ-01
3637	TCGA-UF-A7J9-01
3638	TCGA-ZF-AA5N-01
3639	TCGA-E2-A15R-01
3640	TCGA-BR-8590-01
3641	TCGA-CR-6473-01
3642	TCGA-CQ-A4CD-01
3643	TCGA-66-2786-01
3644	TCGA-BR-A4CR-01
3645	TCGA-CJ-4901-01
3646	TCGA-FG-6691-01
3647	TCGA-UB-AA0V-01
3648	TCGA-VQ-A94O-01
3649	TCGA-HT-7858-01
3650	TCGA-BQ-7060-01
3651	TCGA-VS-A950-01
3652	TCGA-S9-A7J2-01
3653	TCGA-AR-A0TX-01
3654	TCGA-32-2634-01
3655	TCGA-D5-5537-01
3656	TCGA-XF-A9SY-01
3657	TCGA-D3-A1Q9-06
3658	TCGA-L5-A43C-01
3659	TCGA-EJ-5503-01
3660	TCGA-IR-A3LA-01
3661	TCGA-VQ-A8E7-01
3662	TCGA-DU-7008-01
3663	TCGA-D5-6541-01
3664	TCGA-85-6560-01
3665	TCGA-YL-A8HM-01
3666	TCGA-DA-A1IB-06
3667	TCGA-WX-AA47-01
3668	TCGA-CM-4747-01
3669	TCGA-A7-A13D-01
3670	TCGA-3C-AALJ-01
3671	TCGA-DK-AA6X-01
3672	TCGA-E7-A5KE-01
3673	TCGA-A5-A7WK-01
3674	TCGA-2A-AAYO-01
3675	TCGA-E8-A418-01
3676	TCGA-BI-A20A-01
3677	TCGA-BJ-A18Y-01
3678	TCGA-ET-A2MY-01
3679	TCGA-DU-6393-01
3680	TCGA-A2-A0EQ-01
3681	TCGA-IM-A3U2-01
3682	TCGA-DD-AACV-01
3683	TCGA-H4-A2HQ-01
3684	TCGA-D3-A1QA-06
3685	TCGA-D3-A1QB-06
3686	TCGA-A2-A0YH-01
3687	TCGA-BQ-5893-01
3688	TCGA-R6-A6Y0-01
3689	TCGA-55-8512-01
3690	TCGA-CZ-5454-01
3691	TCGA-44-7660-01
3692	TCGA-E9-A1R3-01
3693	TCGA-37-A5EN-01
3694	TCGA-44-3917-01
3695	TCGA-95-A4VN-01
3696	TCGA-DJ-A1QN-01
3697	TCGA-DG-A2KK-01
3698	TCGA-DJ-A3UZ-01
3699	TCGA-C8-A1HE-01
3700	TCGA-GC-A4ZW-01
3701	TCGA-K7-A6G5-01
3702	TCGA-G9-6329-01
3703	TCGA-E9-A243-01
3704	TCGA-EM-A22J-01
3705	TCGA-ZJ-AAXJ-01
3706	TCGA-A2-A4RY-01
3707	TCGA-RC-A7S9-01
3708	TCGA-EJ-7792-01
3709	TCGA-AK-3426-01
3710	TCGA-D9-A148-06
3711	TCGA-78-7149-01
3712	TCGA-JY-A938-01
3713	TCGA-BQ-5889-01
3714	TCGA-61-1914-01
3715	TCGA-E7-A7DV-01
3716	TCGA-BP-5202-01
3717	TCGA-22-4605-01
3718	TCGA-LL-A73Y-01
3719	TCGA-AR-A0TR-01
3720	TCGA-4E-A92E-01
3721	TCGA-B7-A5TN-01
3722	TCGA-AN-A0XL-01
3723	TCGA-LN-A4A3-01
3724	TCGA-55-6982-01
3725	TCGA-G3-A25T-01
3726	TCGA-EM-A22M-01
3727	TCGA-B5-A0K9-01
3728	TCGA-FB-AAPZ-01
3729	TCGA-23-1029-01
3730	TCGA-EE-A20B-06
3731	TCGA-D7-6519-01
3732	TCGA-2Y-A9H7-01
3733	TCGA-CV-6436-01
3734	TCGA-S9-A6TU-01
3735	TCGA-DA-A1HW-06
3736	TCGA-FG-7638-01
3737	TCGA-ET-A39J-01
3738	TCGA-VN-A88O-01
3739	TCGA-4Z-AA7S-01
3740	TCGA-OE-A75W-01
3741	TCGA-77-A5G6-01
3742	TCGA-CJ-5689-01
3743	TCGA-DJ-A1QI-01
3744	TCGA-CH-5771-01
3745	TCGA-2A-A8VO-01
3746	TCGA-KC-A7F3-01
3747	TCGA-98-7454-01
3748	TCGA-H7-7774-01
3749	TCGA-G2-AA3C-01
3750	TCGA-DK-A3IM-01
3751	TCGA-BD-A3ER-01
3752	TCGA-GJ-A9DB-01
3753	TCGA-UZ-A9PJ-01
3754	TCGA-DK-A1AE-01
3755	TCGA-C8-A12U-01
3756	TCGA-BP-4981-01
3757	TCGA-IG-A4P3-01
3758	TCGA-HC-7737-01
3759	TCGA-22-1011-01
3760	TCGA-21-5787-01
3761	TCGA-LN-A7HZ-01
3762	TCGA-62-A46S-01
3763	TCGA-HU-A4GC-01
3764	TCGA-AR-A1AX-01
3765	TCGA-R6-A8WC-01
3766	TCGA-CA-6717-01
3767	TCGA-KK-A8IF-01
3768	TCGA-C5-A8XI-01
3769	TCGA-13-0905-01
3770	TCGA-AC-A6IV-01
3771	TCGA-44-5643-01
3772	TCGA-KS-A4I3-01
3773	TCGA-05-4405-01
3774	TCGA-AL-3467-01
3775	TCGA-DJ-A2PX-01
3776	TCGA-13-0908-01
3777	TCGA-CC-A7IF-01
3778	TCGA-18-3417-01
3779	TCGA-DE-A4MA-01
3780	TCGA-EI-6885-01
3781	TCGA-MX-A666-01
3782	TCGA-HU-8243-01
3783	TCGA-DD-A1EC-01
3784	TCGA-HU-8602-01
3785	TCGA-IQ-A61I-01
3786	TCGA-A2-A1FW-01
3787	TCGA-B4-5838-01
3788	TCGA-E9-A245-01
3789	TCGA-G7-6793-01
3790	TCGA-C5-A3HL-01
3791	TCGA-58-A46J-01
3792	TCGA-F2-6880-01
3793	TCGA-B0-5117-01
3794	TCGA-BR-7957-01
3795	TCGA-CN-4731-01
3796	TCGA-QK-A6IG-01
3797	TCGA-AR-A1AP-01
3798	TCGA-24-1564-01
3799	TCGA-C8-A12O-01
3800	TCGA-DV-A4VZ-01
3801	TCGA-HC-A6HX-01
3802	TCGA-CZ-5459-01
3803	TCGA-AN-A0FS-01
3804	TCGA-YL-A9WH-01
3805	TCGA-A2-A0CQ-01
3806	TCGA-AN-A0AT-01
3807	TCGA-HT-7689-01
3808	TCGA-32-2632-01
3809	TCGA-HT-7881-01
3810	TCGA-EL-A3CZ-01
3811	TCGA-BP-4963-01
3812	TCGA-A6-6652-01
3813	TCGA-HT-8018-01
3814	TCGA-BH-A0BM-01
3815	TCGA-61-1998-01
3816	TCGA-AA-A01X-01
3817	TCGA-DZ-6133-01
3818	TCGA-85-A4CN-01
3819	TCGA-DR-A0ZL-01
3820	TCGA-D3-A5GR-06
3821	TCGA-A2-A3XW-01
3822	TCGA-BJ-A290-01
3823	TCGA-HV-A7OP-01
3824	TCGA-CR-6492-01
3825	TCGA-FW-A3R5-06
3826	TCGA-CV-6955-01
3827	TCGA-EJ-5509-01
3828	TCGA-BJ-A45D-01
3829	TCGA-VP-A872-01
3830	TCGA-AA-3685-01
3831	TCGA-CN-4729-01
3832	TCGA-55-8299-01
3833	TCGA-AO-A03P-01
3834	TCGA-A6-3809-01
3835	TCGA-EJ-A8FP-01
3836	TCGA-AF-5654-01
3837	TCGA-13-1477-01
3838	TCGA-EX-A69L-01
3839	TCGA-EP-A2KC-01
3840	TCGA-PL-A8LY-01
3841	TCGA-DA-A1IA-06
3842	TCGA-EL-A3TA-01
3843	TCGA-HC-A9TE-01
3844	TCGA-3P-A9WA-01
3845	TCGA-56-7730-01
3846	TCGA-QH-A6CV-01
3847	TCGA-VS-A8EC-01
3848	TCGA-BA-A4IG-01
3849	TCGA-VW-A7QS-01
3850	TCGA-61-2095-01
3851	TCGA-EA-A3QE-01
3852	TCGA-G7-7502-01
3853	TCGA-29-1761-01
3854	TCGA-38-A44F-01
3855	TCGA-DD-AADA-01
3856	TCGA-98-A53C-01
3857	TCGA-FY-A3RA-01
3858	TCGA-D3-A2JN-06
3859	TCGA-XF-AAN0-01
3860	TCGA-13-1405-01
3861	TCGA-BJ-A18Z-01
3862	TCGA-VS-A9UP-01
3863	TCGA-FS-A1ZQ-06
3864	TCGA-TQ-A7RG-01
3865	TCGA-B6-A0RG-01
3866	TCGA-A2-A04Y-01
3867	TCGA-ES-A2HT-01
3868	TCGA-D5-7000-01
3869	TCGA-CI-6620-01
3870	TCGA-P5-A72U-01
3871	TCGA-FS-A4F9-06
3872	TCGA-YL-A8SC-01
3873	TCGA-E9-A1NE-01
3874	TCGA-E1-A7YO-01
3875	TCGA-IR-A3LB-01
3876	TCGA-BH-A0H6-01
3877	TCGA-HR-A2OH-06
3878	TCGA-VS-AA62-01
3879	TCGA-US-A774-01
3880	TCGA-BH-A42V-01
3881	TCGA-29-1701-01
3882	TCGA-DY-A1DG-01
3883	TCGA-DD-A1EF-01
3884	TCGA-A3-3387-01
3885	TCGA-HT-7684-01
3886	TCGA-HZ-8001-01
3887	TCGA-A3-A6NN-01
3888	TCGA-VQ-A91N-01
3889	TCGA-HT-7470-01
3890	TCGA-5N-A9KM-01
3891	TCGA-EI-6513-01
3892	TCGA-HT-A5RC-01
3893	TCGA-49-6744-01
3894	TCGA-61-2102-01
3895	TCGA-EE-A181-06
3896	TCGA-CR-7376-01
3897	TCGA-O2-A5IB-01
3898	TCGA-DB-A4XC-01
3899	TCGA-AR-A255-01
3900	TCGA-EK-A2RE-01
3901	TCGA-C5-A2LT-01
3902	TCGA-KQ-A41N-01
3903	TCGA-AN-A0AM-01
3904	TCGA-BJ-A0ZC-01
3905	TCGA-ET-A3BN-01
3906	TCGA-DD-AACG-01
3907	TCGA-QH-A6X4-01
3908	TCGA-BH-A0BT-01
3909	TCGA-DB-A64W-01
3910	TCGA-FU-A3NI-01
3911	TCGA-NH-A8F8-01
3912	TCGA-IG-A3YB-01
3913	TCGA-BP-5007-01
3914	TCGA-BP-5008-01
3915	TCGA-4Z-AA84-01
3916	TCGA-CQ-5329-01
3917	TCGA-06-0686-01
3918	TCGA-ZJ-AAXT-01
3919	TCGA-25-1320-01
3920	TCGA-CD-5799-01
3921	TCGA-06-5856-01
3922	TCGA-29-1710-01
3923	TCGA-BH-A0HP-01
3924	TCGA-IN-7806-01
3925	TCGA-EL-A3CU-01
3926	TCGA-05-4420-01
3927	TCGA-GN-A4U4-06
3928	TCGA-34-7107-01
3929	TCGA-IB-AAUT-01
3930	TCGA-ZF-AA4X-01
3931	TCGA-ZA-A8F6-01
3932	TCGA-DM-A1D8-01
3933	TCGA-2J-AABA-01
3934	TCGA-BR-A4CS-01
3935	TCGA-2Y-A9GT-01
3936	TCGA-78-7146-01
3937	TCGA-EY-A72D-01
3938	TCGA-A1-A0SG-01
3939	TCGA-5P-A9KA-01
3940	TCGA-C5-A3HD-01
3941	TCGA-BH-A18T-01
3942	TCGA-55-8508-01
3943	TCGA-EE-A2GU-06
3944	TCGA-AO-A12G-01
3945	TCGA-D5-5538-01
3946	TCGA-BA-A6DE-01
3947	TCGA-EJ-A46H-01
3948	TCGA-66-2794-01
3949	TCGA-D8-A27V-01
3950	TCGA-L3-A4E7-01
3951	TCGA-NJ-A4YI-01
3952	TCGA-G2-AA3F-01
3953	TCGA-BJ-A4O8-01
3954	TCGA-BP-5000-01
3955	TCGA-D8-A1JI-01
3956	TCGA-FI-A3PV-01
3957	TCGA-CW-6093-01
3958	TCGA-ET-A3DT-01
3959	TCGA-V1-A9OA-01
3960	TCGA-GM-A2DF-01
3961	TCGA-C5-A2M2-01
3962	TCGA-DU-7007-01
3963	TCGA-EJ-5507-01
3964	TCGA-FB-AAQ0-01
3965	TCGA-AN-A0FV-01
3966	TCGA-BJ-A28R-01
3967	TCGA-VQ-A922-01
3968	TCGA-D9-A6EA-06
3969	TCGA-AA-3502-01
3970	TCGA-CV-7236-01
3971	TCGA-WQ-A9G7-01
3972	TCGA-EB-A44R-06
3973	TCGA-A2-A0CW-01
3974	TCGA-13-0760-01
3975	TCGA-A2-A0YT-01
3976	TCGA-CQ-6229-01
3977	TCGA-LN-A4A6-01
3978	TCGA-DY-A1H8-01
3979	TCGA-60-2715-01
3980	TCGA-55-6975-01
3981	TCGA-09-2053-01
3982	TCGA-HC-8213-01
3983	TCGA-CM-6674-01
3984	TCGA-CN-5374-01
3985	TCGA-BP-5199-01
3986	TCGA-CH-5737-01
3987	TCGA-E2-A14Z-01
3988	TCGA-49-4505-01
3989	TCGA-P5-A5F2-01
3990	TCGA-62-8398-01
3991	TCGA-49-AARN-01
3992	TCGA-DJ-A3VE-01
3993	TCGA-DB-A75O-01
3994	TCGA-CV-7235-01
3995	TCGA-W3-AA1V-06
3996	TCGA-09-2051-01
3997	TCGA-HT-A74K-01
3998	TCGA-YF-AA3L-01
3999	TCGA-G9-6348-01
4000	TCGA-64-1676-01
4001	TCGA-A7-A3IY-01
4002	TCGA-DU-6396-01
4003	TCGA-CQ-5325-01
4004	TCGA-FS-A4FC-06
4005	TCGA-DD-AAVX-01
4006	TCGA-UC-A7PD-01
4007	TCGA-22-1005-01
4008	TCGA-D8-A3Z6-01
4009	TCGA-XF-A9T4-01
4010	TCGA-BR-4255-01
4011	TCGA-EO-A3KX-01
4012	TCGA-LN-A4MQ-01
4013	TCGA-CV-A6JM-01
4014	TCGA-DJ-A1QF-01
4015	TCGA-E2-A109-01
4016	TCGA-99-8033-01
4017	TCGA-CJ-6030-01
4018	TCGA-VQ-A8DZ-01
4019	TCGA-AA-3660-01
4020	TCGA-FI-A2EY-01
4021	TCGA-CG-5734-01
4022	TCGA-F5-6464-01
4023	TCGA-VQ-A8P3-01
4024	TCGA-HC-7742-01
4025	TCGA-EE-A3J5-06
4026	TCGA-D8-A141-01
4027	TCGA-KR-A7K0-01
4028	TCGA-77-8145-01
4029	TCGA-BK-A139-01
4030	TCGA-B6-A409-01
4031	TCGA-MY-A5BD-01
4032	TCGA-2Y-A9H5-01
4033	TCGA-J9-A8CN-01
4034	TCGA-24-2254-01
4035	TCGA-46-3767-01
4036	TCGA-C8-A26W-01
4037	TCGA-MH-A856-01
4038	TCGA-5P-A9K6-01
4039	TCGA-EL-A3GO-01
4040	TCGA-A8-A081-01
4041	TCGA-B6-A0IB-01
4042	TCGA-59-2351-01
4043	TCGA-VQ-AA6I-01
4044	TCGA-44-2657-01
4045	TCGA-ZG-A9LN-01
4046	TCGA-2H-A9GI-01
4047	TCGA-EY-A1GL-01
4048	TCGA-EJ-7794-01
4049	TCGA-HZ-A77P-01
4050	TCGA-77-8008-01
4051	TCGA-BR-7722-01
4052	TCGA-D7-6527-01
4053	TCGA-G9-7519-01
4054	TCGA-VQ-AA6B-01
4055	TCGA-10-0931-01
4056	TCGA-EL-A4JZ-01
4057	TCGA-DA-A95Z-06
4058	TCGA-AF-6136-01
4059	TCGA-22-5483-01
4060	TCGA-CV-7425-01
4061	TCGA-14-0871-01
4062	TCGA-BR-4201-01
4063	TCGA-DD-A4NN-01
4064	TCGA-LQ-A4E4-01
4065	TCGA-W3-A825-06
4066	TCGA-DF-A2L0-01
4067	TCGA-5R-AAAM-01
4068	TCGA-4A-A93W-01
4069	TCGA-KK-A7B1-01
4070	TCGA-HZ-A9TJ-01
4071	TCGA-56-8307-01
4072	TCGA-BH-A209-01
4073	TCGA-05-4244-01
4074	TCGA-AC-A2FF-01
4075	TCGA-ZF-AA58-01
4076	TCGA-CV-7261-01
4077	TCGA-DM-A1HA-01
4078	TCGA-IB-7897-01
4079	TCGA-PL-A8LV-01
4080	TCGA-IB-7654-01
4081	TCGA-ZG-A9LY-01
4082	TCGA-B6-A0X5-01
4083	TCGA-E7-A3Y1-01
4084	TCGA-CV-7178-01
4085	TCGA-B1-A657-01
4086	TCGA-AK-3429-01
4087	TCGA-D9-A4Z6-06
4088	TCGA-CI-6621-01
4089	TCGA-TP-A8TT-01
4090	TCGA-A3-3372-01
4091	TCGA-D5-6898-01
4092	TCGA-18-3416-01
4093	TCGA-B0-5402-01
4094	TCGA-C5-A7UE-01
4095	TCGA-E2-A10A-01
4096	TCGA-CR-7368-01
4097	TCGA-DU-7014-01
4098	TCGA-94-A5I4-01
4099	TCGA-LN-A49S-01
4100	TCGA-ZF-AA4W-01
4101	TCGA-ZP-A9D4-01
4102	TCGA-L5-A4OO-01
4103	TCGA-E9-A22B-01
4104	TCGA-E9-A1R5-01
4105	TCGA-D5-6536-01
4106	TCGA-24-1427-01
4107	TCGA-ER-A19B-06
4108	TCGA-85-8288-01
4109	TCGA-MM-A564-01
4110	TCGA-06-2565-01
4111	TCGA-32-1980-01
4112	TCGA-A7-A6VY-01
4113	TCGA-YL-A9WJ-01
4114	TCGA-AC-A3QP-01
4115	TCGA-44-6774-01
4116	TCGA-IR-A3LL-01
4117	TCGA-CH-5763-01
4118	TCGA-EO-A3AY-01
4119	TCGA-S3-AA10-01
4120	TCGA-49-6745-01
4121	TCGA-06-0750-01
4122	TCGA-63-A5MP-01
4123	TCGA-49-4487-01
4124	TCGA-AN-A04A-01
4125	TCGA-AR-A24S-01
4126	TCGA-DM-A28A-01
4127	TCGA-BA-A6DB-01
4128	TCGA-B0-5400-01
4129	TCGA-DJ-A3VG-01
4130	TCGA-DB-A64X-01
4131	TCGA-62-8395-01
4132	TCGA-XJ-A83H-01
4133	TCGA-25-1322-01
4134	TCGA-G4-6586-01
4135	TCGA-BT-A42F-01
4136	TCGA-EK-A2RM-01
4137	TCGA-HT-7677-01
4138	TCGA-FY-A4B3-01
4139	TCGA-D7-6525-01
4140	TCGA-75-5125-01
4141	TCGA-DU-6395-01
4142	TCGA-WE-AAA4-06
4143	TCGA-IQ-A61G-01
4144	TCGA-CW-5580-01
4145	TCGA-C5-A1BE-01
4146	TCGA-GU-A42P-01
4147	TCGA-YH-A8SY-01
4148	TCGA-GD-A3OQ-01
4149	TCGA-HC-A8D1-01
4150	TCGA-33-6738-01
4151	TCGA-AY-6197-01
4152	TCGA-ZF-AA52-01
4153	TCGA-77-A5GA-01
4154	TCGA-KV-A6GD-01
4155	TCGA-HT-A74J-01
4156	TCGA-DD-A3A6-01
4157	TCGA-A7-A0CE-01
4158	TCGA-B0-4815-01
